tf_idx,target_idx,label
7836,11285,0
3191,690,1
6377,12514,0
7384,10160,0
10066,3735,1
12593,4910,0
11732,1220,1
12270,1792,0
3135,9894,1
12146,5906,1
4857,1949,0
3729,5743,0
12340,11889,0
3135,4356,1
7956,3747,0
6672,1268,1
565,10345,1
8036,12305,0
11077,8313,0
6085,6265,1
4619,11295,0
6374,594,1
7836,12699,0
4310,4466,0
669,2901,0
3133,4174,1
6664,8921,1
9735,8820,0
5837,12260,0
12038,9989,0
10169,1919,0
4314,2905,1
11733,364,0
2394,5020,0
9920,6991,0
10526,4242,1
2967,10782,0
2960,8571,1
4856,1182,1
10502,4021,0
4669,1549,0
7842,7055,0
6383,6287,1
2959,8736,0
3133,7190,1
12083,10161,0
1345,6455,0
3670,6993,0
2957,355,1
6383,426,1
9925,425,1
9805,340,0
4304,6761,1
6672,4197,1
2556,5626,0
9930,10763,0
12272,10649,0
8425,10730,0
3133,7715,1
12378,6929,1
8427,12147,0
6383,8110,1
6543,11071,0
6661,6925,0
8425,1556,0
7830,7664,1
11733,8558,1
2447,2173,1
10501,3879,0
6543,4920,0
2504,3347,0
9916,108,0
2957,11772,1
11528,1225,1
3135,996,1
3683,8422,0
11528,5142,0
12595,2946,0
2987,1913,1
6853,7096,0
10527,10127,1
3683,6667,0
509,7608,0
10500,9806,1
10167,8715,0
7048,4143,1
2392,2943,0
3778,2374,0
4669,7204,0
10462,4676,0
11732,1810,1
2282,9399,0
3133,473,0
2537,12287,1
2537,1782,1
12135,383,0
2988,2256,1
6863,6570,0
4669,2231,0
475,10342,0
3774,4354,1
11833,742,1
10169,8425,1
2447,5554,1
2281,10321,1
8986,718,0
12322,318,0
9995,9950,1
2921,3992,0
3191,6912,0
2392,5702,1
12595,2429,0
2283,11438,0
12442,4254,0
7261,470,1
11077,202,1
9816,10530,1
5835,10170,1
1353,10832,0
2281,1389,0
12564,5465,0
6411,11299,0
6411,2664,0
12124,6380,0
5835,4745,0
2393,2611,0
6370,11987,1
3135,6431,1
2393,11086,0
4668,1318,1
12146,2742,1
7836,3097,1
6544,5912,1
10590,9855,0
9925,6613,0
2957,12216,0
9806,128,1
9916,9374,1
6085,11573,1
5707,3359,0
12351,2456,0
10620,4271,1
5710,384,1
6383,8151,1
4625,12594,0
12083,6733,0
12564,7807,0
3522,9474,0
2957,7101,1
9996,10542,1
6085,9776,0
5835,10292,0
2394,9433,0
2392,5162,0
6383,192,1
12324,4582,0
6861,5802,0
7958,9085,1
6085,8287,1
2987,2584,1
2957,437,1
9995,1215,1
4309,4908,0
9916,11334,1
3135,2947,1
687,8528,0
566,4958,0
7612,7202,0
6883,8646,1
10618,11113,1
8986,8094,0
3135,8629,1
566,7162,0
7261,11437,0
12162,6749,0
6085,9246,1
9806,8814,0
4617,9914,0
3135,3005,1
10585,5410,0
10389,8777,1
6544,9767,0
12124,8691,0
10167,1423,1
10389,5610,1
7958,7183,1
2281,4308,1
4421,8535,0
12593,4610,0
5930,434,1
3846,2395,1
6664,4243,1
2957,711,1
12351,4174,1
6138,6049,0
2281,4304,1
12652,7276,1
4312,216,0
12322,11816,0
5930,6698,1
5930,5231,0
3135,12255,1
12083,1805,0
2393,9809,0
6851,466,0
6815,7409,1
9816,1092,0
4421,9878,1
2282,1487,0
9453,6113,0
2959,75,1
2447,10689,0
3135,614,1
12378,11093,1
509,8507,1
2957,9731,1
6383,3586,1
9455,12422,0
9922,6656,1
6085,5698,1
2349,4728,1
10169,11999,1
9932,9137,1
4420,6899,0
3133,2951,1
6370,1354,0
10527,4413,0
7841,12246,0
6085,11841,1
2281,6667,1
4858,4540,0
11733,12178,1
2989,11561,0
12184,5019,0
2283,10102,1
3137,936,0
7958,4343,0
9933,12118,1
6383,4657,1
3135,10785,1
2537,8146,0
4858,5393,0
4856,12288,0
12563,2736,0
9920,3615,1
2281,11062,1
2972,4396,0
4619,2548,0
4304,12731,1
8558,293,0
3135,12063,0
9925,4180,1
6383,5958,1
6085,3004,1
12340,2310,0
3586,2105,0
8999,7693,1
8986,4910,0
3135,1992,1
6275,4786,0
2977,10274,1
7830,9821,0
3078,10443,1
2967,8797,0
6542,7608,0
2281,6370,1
2540,6281,1
8558,6950,0
7833,4263,0
2556,11329,0
7250,4211,0
3135,8569,0
2921,2598,1
6683,5413,0
6370,2614,1
11528,6042,0
5837,4344,1
2972,1818,0
3133,4645,1
3135,2978,1
2957,1248,1
3846,3851,1
5667,1767,1
2989,6021,0
5930,5640,1
2447,1267,0
12557,2564,0
10500,755,1
2281,8967,1
2393,7825,0
10499,2388,1
12442,5780,1
5835,4620,1
10389,9380,0
11732,8305,0
2991,7717,0
2288,11783,1
9995,7359,1
9916,10247,0
7958,357,1
6682,6090,1
12146,10292,1
8601,10619,1
6138,7142,0
9925,10555,1
9732,360,0
2394,4032,0
2987,5958,1
2967,21,0
2957,8161,1
12275,2447,0
5930,6659,1
5933,7941,0
5707,4188,1
2957,1904,1
2560,7759,0
4668,9969,0
10389,10822,1
12322,7663,1
12328,6309,0
423,10322,0
7612,9561,0
9913,3022,0
5930,9478,1
687,383,1
2957,615,1
10618,670,0
2281,500,1
10069,3253,0
2554,11013,1
3675,12696,0
4613,455,1
4617,8623,0
3522,3513,0
2540,803,0
6862,3959,0
2283,3900,1
3135,7348,1
6658,6792,0
475,978,0
3078,4769,1
3258,2343,1
12038,5757,0
9933,9153,0
4538,1771,0
6370,6281,1
4623,565,1
10585,10438,1
3586,3537,0
7251,12287,1
4421,4354,1
10502,1804,0
3135,9806,1
4304,2493,1
11077,3029,0
2959,3589,0
12134,10336,0
2957,10440,1
10462,10656,1
10167,2913,1
10069,5947,0
12270,74,0
6370,9215,0
475,8283,0
12146,1825,1
12275,9012,0
5834,3740,1
3787,4754,0
3787,488,0
9925,6042,1
7261,9537,1
10499,10428,1
6370,4575,0
2282,11122,0
6863,3867,0
10389,2560,1
3748,31,0
9806,1125,1
6672,11016,1
2281,12133,1
4625,5933,1
10503,5308,0
6853,12457,0
6858,8576,0
10389,3300,1
3133,7375,1
7830,2350,1
9734,10996,1
12442,8280,0
6853,7243,0
10499,7830,1
2558,3554,1
9995,4352,1
10500,1316,1
7830,3397,0
6085,8312,1
9995,4347,1
687,11293,1
8575,5798,1
9734,1637,1
2957,11154,1
7250,8902,0
2281,1934,1
3133,3684,1
6878,11154,1
9806,6186,1
2281,6278,1
2959,3546,0
9734,7759,0
2960,6037,1
8999,6567,0
6864,9001,0
6815,8295,0
6383,11834,1
3748,7678,1
2957,304,1
5930,10697,0
10526,10158,1
2979,10945,0
10170,12114,0
9453,6812,0
11077,10316,1
4615,6603,0
4308,52,0
7958,4374,1
6383,4495,0
12162,7527,1
10167,6614,1
10069,42,1
9995,2246,1
423,2105,0
6658,22,0
4308,10662,0
8987,9928,1
5835,10356,1
4622,2514,0
3648,5384,0
11732,1870,1
2957,12586,1
6815,1007,0
9995,3952,1
7252,7762,0
10170,2921,0
423,4426,0
2537,6324,1
12378,249,0
12595,4057,0
12442,2011,1
2980,9217,1
7830,10184,1
6878,8236,1
2554,5831,1
9995,5780,1
2977,11111,1
10069,11652,0
10501,3653,0
2957,6382,1
509,4868,0
9932,6124,0
6683,6630,1
9995,2045,1
10169,3055,1
2281,3580,1
3846,10428,1
2957,6130,0
3846,3855,1
10389,1307,1
11833,6315,1
12162,2994,0
10500,12255,1
3648,4694,0
2447,5469,1
3259,8302,0
2507,6783,1
10501,755,1
11528,3425,0
8558,11014,1
11732,3158,1
3847,9154,0
9932,6280,1
4420,12351,1
9916,7245,1
4312,735,0
6370,7425,0
2540,7283,0
12378,5889,1
9995,1467,1
2281,9245,1
1829,6984,0
2537,205,1
7384,1382,0
9916,4400,1
3133,4058,0
9806,2156,0
2957,9709,1
1829,5698,1
2281,6865,1
2282,10106,0
2537,5835,0
2988,5226,0
6863,12182,0
3846,6186,1
9916,10206,1
6658,10797,1
423,6564,1
10167,8192,1
9916,158,1
6411,10842,0
2957,5961,1
9734,305,1
1353,10977,1
6383,1570,1
6411,1764,0
2957,2608,1
8600,3311,0
12366,9385,0
6851,5872,0
4308,226,1
6543,1904,1
10167,6324,1
3586,5752,1
3781,2528,0
2972,4132,0
4668,332,0
9916,3322,1
1345,7423,0
2281,4752,1
9448,5617,0
2343,4670,0
2281,9484,1
8243,9952,0
10499,4352,1
12351,11559,0
12378,1628,1
7612,4693,0
5707,633,0
9932,12758,0
3778,11993,0
10168,9410,0
6683,7523,0
4314,9046,1
10590,10356,1
9925,11860,1
2447,2087,0
11833,7440,0
8036,6615,1
12595,2499,0
5947,10335,0
6672,9260,1
6383,8626,1
669,9844,0
6275,1989,0
2553,3464,0
423,5348,0
9995,11493,0
12662,826,0
5835,6314,0
12322,6432,0
6370,12118,1
7830,4245,1
9995,5844,1
5834,10453,1
9816,5634,0
1354,4896,0
12340,6257,0
4617,10428,1
2980,2979,1
6383,1183,1
11733,6842,1
4308,1378,0
5930,2321,0
9930,8166,0
2349,8315,0
4669,6833,0
2283,11197,0
6383,11803,1
2281,5764,1
4623,6323,0
6683,11546,1
2447,3055,1
9933,5663,0
3135,6887,1
6085,2988,1
10066,4317,1
9933,2702,0
3846,3807,1
6878,2692,1
1989,9646,0
10066,10467,0
6085,3642,1
3078,5844,1
10069,5363,0
1353,8029,0
10620,1590,1
10502,6667,1
10620,164,0
3133,5827,1
9932,11578,1
10167,8236,1
2958,7491,0
4310,4965,0
2957,7977,1
2957,3266,1
2540,4597,0
7251,8987,1
4625,5698,1
8999,5681,0
2979,11003,0
9806,5516,1
9734,10700,1
9995,3217,1
2554,456,0
4857,10428,0
3135,7723,1
5667,4900,0
3846,4309,1
12275,5642,1
5837,11767,1
6383,6856,0
2349,6282,0
6853,11927,0
8427,9057,0
12270,4303,0
4304,8129,1
2957,10103,0
4312,5825,0
4309,2396,1
6673,689,1
11732,12073,1
7048,225,1
1355,977,0
9995,10320,1
2967,11188,0
5712,12711,0
5707,8163,0
3135,2208,1
3670,8813,0
6085,7718,1
6378,4462,0
8999,10616,0
3135,584,1
9916,2003,1
7833,2365,0
9924,7390,0
9732,4087,0
8986,6470,0
5667,7975,1
7958,10501,1
5667,7689,1
9932,3623,0
2991,284,0
9995,12359,0
11077,4242,1
12083,5744,0
4668,12193,1
9916,7982,0
6670,7201,0
6864,1718,1
2957,1781,1
2283,921,0
11732,12302,1
3078,11122,0
2554,1006,0
3781,3260,0
3078,5034,0
2958,8268,0
3774,4201,0
6673,4188,1
2507,12679,0
2957,10170,1
2343,5502,0
6542,3026,0
10500,11334,1
7840,8440,0
6663,3116,0
12564,8047,1
10474,847,0
6543,39,0
7250,9994,0
3781,4653,0
4858,9798,0
6658,8548,0
7048,5914,0
5710,7389,0
10069,5698,1
3778,265,0
3133,10652,1
566,1086,1
2991,8398,0
10500,7288,0
2284,1791,0
6378,5780,1
2977,2951,0
12378,1499,1
3781,8382,0
2987,1473,0
423,6817,1
8427,4052,0
565,1171,1
12340,6168,0
742,2913,1
2960,10040,1
10590,1193,0
2959,8638,0
6664,11576,0
6383,9541,1
12383,10759,0
4304,3308,0
564,3055,1
423,7452,1
2281,9537,1
2957,531,1
1989,343,1
12378,5090,0
3135,12017,1
12662,842,0
3847,7304,0
9933,3890,1
12652,9886,0
4613,1455,1
5930,11783,1
8600,1595,0
10590,8779,0
6085,7104,1
8558,5232,0
10389,443,1
4625,8081,0
6673,1037,0
2281,539,1
10389,3450,1
7250,9438,0
9925,3769,1
11077,5937,1
2281,11089,1
10170,7913,0
4310,5475,0
9735,10988,1
4309,10541,1
5667,2507,1
5837,8354,0
7251,8620,1
3586,9526,0
10585,1652,0
12593,5930,1
6661,5091,0
3749,2520,0
7612,11212,0
3670,9360,0
6663,12138,1
1345,12508,0
3133,11860,1
8601,7531,1
565,12353,0
7830,4241,1
6411,2796,0
2392,2454,0
6411,11706,0
3135,5640,1
9735,5858,1
7842,43,1
12118,7961,1
566,11481,1
4615,12215,0
2980,2335,0
3778,11139,0
3781,7842,1
7836,5150,0
7250,10873,0
2281,7111,1
9806,4371,0
7830,5720,0
12146,11583,1
9995,7180,1
8575,2932,0
12135,11388,0
6672,3135,1
5712,9429,1
9916,9787,1
2979,11437,0
4142,5668,1
3133,6656,1
9734,10688,1
2281,10798,1
8036,9084,0
11078,2980,1
669,12762,1
2987,8585,0
1353,5516,1
9995,8226,1
6442,6440,0
10499,8451,0
4613,8397,1
9996,12017,1
7830,8653,1
2979,10696,1
9995,4241,1
12184,6944,0
3778,5589,0
3135,658,1
4142,280,0
4668,4822,0
6852,2882,0
8427,3453,1
4420,1740,0
7958,7262,0
5933,12635,0
12118,4530,1
6085,8434,1
10502,531,1
9924,2909,0
12272,3883,0
2988,1834,0
6377,10536,0
6683,6098,1
3847,10474,0
2960,11231,0
2283,9133,0
2393,7852,0
8427,6485,0
10462,4156,1
10169,6810,0
9995,9038,0
9925,5643,1
6883,6392,0
8425,6414,1
6138,10109,0
687,11680,0
6085,11038,1
3787,3872,0
4142,7844,0
7048,541,0
2281,3710,0
9455,6106,0
2281,5985,1
6682,7049,0
10618,9562,0
6858,5558,0
2558,2109,0
11833,3127,1
8243,7723,0
9995,3696,1
9925,2756,1
10474,6549,0
7958,9878,0
5667,8681,1
6138,3762,0
7048,2627,0
2957,155,1
2988,4680,0
10526,8662,0
10166,8770,1
7250,9971,0
3778,6510,0
12442,11821,0
3135,3097,1
9455,7235,0
2281,3493,1
9995,3167,0
3133,595,1
2393,2214,0
9922,9272,0
9806,9453,1
2957,4424,1
6085,305,1
5837,9289,1
9916,4809,1
9996,1138,0
12700,10066,0
2281,1343,1
10499,7346,1
2537,2957,1
9735,701,1
2957,11783,1
6672,7867,0
2553,2062,0
5667,1480,0
9453,1720,0
10585,11033,0
8425,7997,1
9913,6280,0
6683,5628,0
4613,5667,1
9806,113,1
6858,3180,1
9920,6163,0
9930,9889,0
6658,6564,0
2281,6343,0
9925,10302,0
11733,1598,0
8986,10715,1
2424,952,0
1989,4305,1
12442,9077,0
3135,723,1
6542,9175,0
3522,4373,0
2288,10919,0
4622,3037,0
6275,6230,0
6543,8946,0
9933,7671,0
10618,6449,0
2957,6462,1
6275,4406,0
1354,927,0
3135,12263,1
10620,9811,1
12146,1155,0
10499,5881,1
3670,11895,0
2281,6194,1
6138,139,0
6275,3077,0
3135,9648,1
3135,4434,1
2281,4390,1
6370,3421,0
565,10332,0
5707,9364,1
12593,7246,0
6085,3329,1
9920,6783,0
2989,12633,0
7250,5548,0
7956,410,1
12275,2073,0
2957,2370,1
2507,10103,0
3137,8113,0
8601,2431,1
7841,4043,0
12557,6260,0
8425,7630,1
9933,6851,1
2987,1710,0
3846,3862,1
9916,6615,1
2286,12,0
10474,4195,1
9806,6923,1
9932,3731,1
6672,6129,1
669,11319,1
3683,5665,0
1989,197,0
12270,7558,0
9995,7727,1
2921,4335,1
2283,7436,1
2288,8599,1
4623,4414,0
6659,3943,1
6672,10179,0
9916,11447,1
4420,7570,1
12184,2612,0
6851,3163,0
3135,4242,1
2284,9199,0
10499,3139,1
2960,3634,0
3191,5341,0
3787,10089,0
2554,8212,0
566,5867,1
12378,2451,1
5707,3095,1
8575,12027,0
8425,1499,1
2283,10132,1
3774,1838,0
564,8148,1
10499,440,1
6664,10612,1
10066,1403,1
12118,6244,1
6664,10575,0
6659,10308,0
4142,5192,0
11833,6743,0
6370,10715,1
11078,6277,0
2921,514,1
11833,9684,1
11078,4025,0
2288,6796,0
6673,442,1
4253,9565,0
9925,3880,1
4313,9050,0
9916,10969,1
11732,6530,0
8987,2524,1
6851,4362,0
687,7386,0
7252,2372,0
12700,1322,0
12118,7509,1
2392,11760,0
9916,977,1
4310,5751,0
1829,271,1
4421,8107,0
7840,301,1
2991,12191,0
12563,8043,0
4312,9655,0
12146,9084,1
6672,3810,0
12378,12180,1
6754,5133,0
10169,2434,0
6658,6549,1
9995,1309,0
11833,1331,1
12378,2063,1
9448,11295,0
2281,10060,1
6383,1282,1
2991,302,0
9916,8960,1
2957,3728,1
9995,11123,1
12340,12599,0
3078,11281,0
9995,12134,1
12652,6783,1
6138,9355,1
8600,8439,0
12564,11410,0
10167,6143,1
2343,9737,0
7830,2173,1
3749,42,1
12134,9110,0
2979,1759,1
564,9194,1
707,11082,0
2957,4154,1
2991,8979,0
4304,7890,0
10389,5698,1
12378,6615,1
12378,3463,1
3133,2334,1
11529,841,0
9734,12082,0
6815,1710,0
3847,10516,0
10069,7529,1
2281,3661,1
6862,6209,0
10389,8291,1
7841,375,0
566,1436,1
3586,4628,1
3729,3627,0
4625,4469,0
12652,11070,0
9805,2284,0
687,3485,1
6085,7606,0
9933,5039,0
2957,6854,1
9996,4735,0
3191,616,0
2424,6453,0
2957,10542,1
1354,9494,0
4538,7781,0
10389,3692,1
4142,10490,0
10167,9369,1
6442,12064,0
6663,1208,0
4309,12277,0
3135,4801,1
10462,7029,0
3135,9979,1
4619,5495,0
11528,9965,0
2958,750,0
9932,3113,0
6862,4384,1
2980,7706,0
2556,8796,0
2394,4157,0
7384,6502,1
2281,8169,1
9995,3693,1
8601,3138,0
2558,11031,1
4314,129,1
6682,7446,1
3787,6987,0
10585,7899,0
4613,7663,1
475,330,0
7251,9004,1
9933,7400,0
10474,6352,1
6754,6744,0
12564,10489,0
7842,1182,1
3778,2972,0
6085,1622,1
7841,2928,0
10527,9216,0
7956,11013,1
8601,11699,0
6085,3972,1
12378,555,1
7836,9111,0
11733,3839,1
10474,7348,1
4308,12421,0
6085,8169,1
2447,264,0
10166,9873,0
564,6894,1
12442,11463,0
423,5068,0
6085,10108,1
9732,4779,0
6858,2282,0
12557,4498,0
6383,6907,1
3135,2484,1
6659,6781,0
11732,1498,0
12700,12417,1
9916,10612,1
6815,3810,0
3749,2184,1
5933,7984,0
3259,3307,0
7956,10553,0
3133,2424,0
6370,7607,1
10069,2957,1
7842,5672,0
10500,1270,1
2392,86,1
2286,10570,0
8558,9580,0
4314,10059,0
12378,8397,1
8600,6665,0
509,4295,1
6383,5979,0
5834,1182,1
6672,12351,1
6383,278,1
1989,3450,0
9916,6926,1
10620,3544,0
4314,8967,1
9995,1257,1
9453,4185,0
5711,7901,0
7958,3451,1
2281,9629,1
12595,9352,0
11078,11576,1
10389,1189,1
3135,1515,1
9913,6978,0
11733,593,0
3133,6698,1
687,12292,0
7836,2467,1
9995,1904,1
9916,5416,0
11732,385,1
6085,1302,1
6544,870,0
6851,29,1
8600,10135,0
2507,9168,0
564,12180,1
12378,9397,1
3774,5921,0
4538,8917,0
10502,9085,0
3748,2349,1
10166,1988,1
6085,723,1
5835,10324,1
9925,1729,0
6863,1955,0
11833,4147,1
10502,458,0
8987,1444,0
6442,6460,0
7252,7363,1
2553,2927,1
3133,11334,1
2553,10374,0
9925,1938,1
10502,4858,1
475,1527,0
6683,3224,0
2343,4238,0
12595,4235,0
9995,10714,1
2921,2393,1
11733,10048,1
2424,4895,0
9995,1485,1
475,10612,1
3135,305,1
6853,7770,0
3135,9847,1
9805,7476,0
10502,6127,1
475,11571,0
6878,5193,0
12378,8065,1
12135,9099,0
7842,269,0
5837,11717,1
12135,11342,0
2281,12163,1
2392,2114,0
3846,11577,1
2560,7330,1
3135,838,1
10618,9085,0
12328,9499,0
10167,4147,1
3781,7412,0
3133,772,1
9448,9994,1
11833,8021,1
3847,5296,0
8243,4153,0
4538,5781,0
2504,10915,0
11077,6268,0
10168,4304,1
9925,9735,1
6851,5169,0
3522,3162,0
7958,4324,1
10389,3493,1
5947,11227,0
3191,6794,0
10169,7192,0
2349,2799,1
10502,10469,0
1355,11503,0
9925,12169,0
9732,970,0
6863,12513,0
9995,3307,1
6275,1608,0
4421,8061,0
10526,4348,1
8558,3691,1
7251,6864,1
4613,10624,0
6442,1304,0
9922,6129,0
3522,6445,0
4617,12761,0
2957,3323,1
6672,7426,0
6815,347,0
10526,2164,1
3258,8169,1
4613,8784,1
4308,1140,1
10502,860,0
4312,5518,0
4308,4675,1
7840,4391,0
3847,9648,0
9995,6136,1
9816,9085,1
10170,4209,0
10167,11835,1
565,5808,1
5930,11239,0
9925,709,1
2980,7104,1
5707,4196,1
2991,6242,0
6657,1909,0
12038,8471,0
3799,1427,0
12340,9354,0
4309,12360,0
9925,6847,1
1354,6663,0
6085,8521,1
6085,659,0
5667,1863,1
6383,8101,1
3078,6432,0
742,9355,1
6383,4322,1
12652,7748,0
423,9794,1
4420,4938,0
2958,489,0
6383,9850,1
2281,1425,1
6878,7178,1
10462,5652,1
6664,12240,0
10167,9998,1
8558,2258,0
1353,2581,1
9925,102,1
2957,9743,1
10389,667,1
6883,6296,0
9805,8106,0
10620,2367,1
4615,10226,0
3749,269,0
2281,6585,1
707,2470,1
3133,5802,1
12378,4726,1
3799,7528,0
6085,2951,1
2958,10650,0
9925,2484,1
6883,10598,0
2987,4625,1
5667,1761,1
10500,12005,1
4615,492,0
9930,12348,1
6374,10561,1
12700,8644,0
10526,9783,0
4617,2126,1
4421,12009,0
3787,6889,0
6085,693,1
4613,10630,0
2991,3693,1
4538,9932,0
8987,8647,0
6542,9015,0
7958,3972,1
12442,3647,1
7261,5846,1
7958,12015,1
2554,4728,0
12593,9238,1
7958,5698,1
3133,11013,1
8425,6664,1
7612,508,0
6085,6518,1
12595,1691,0
2957,1799,1
10585,2884,1
2288,2921,1
10526,11172,0
6661,4938,0
3586,10840,0
11733,5642,1
9930,8250,0
6085,9734,1
10389,4664,1
3683,7477,0
7958,7284,1
6683,6570,0
12324,2080,0
3522,8402,0
7251,7956,1
3133,2173,1
5834,8899,1
3135,3962,1
5712,1797,1
6867,8002,1
12322,6725,0
423,3249,0
7958,3259,1
3133,8002,1
9995,8716,1
2537,12260,1
4308,5919,1
742,3904,1
6663,5776,1
9816,9726,0
6657,2670,0
12272,8382,0
6682,9692,0
6672,11836,1
6858,1429,0
10166,7760,1
11733,7302,0
11078,8013,0
2284,2894,0
3135,11183,0
3137,1869,1
8425,1925,1
6672,10688,1
12700,11556,0
5711,1575,0
12378,2290,0
6856,4212,1
6661,3246,0
8575,1451,1
11833,6549,1
12351,4655,0
423,10627,0
2392,11523,1
2286,11293,0
2288,455,0
10499,5914,1
4625,7409,1
7842,7361,1
566,7332,1
10170,10445,0
5707,1930,0
9995,3447,1
4308,6576,0
6275,12525,0
7384,3640,0
4420,2349,1
7840,8192,1
9924,11087,0
9734,8328,0
3135,479,1
9924,1076,0
2281,3635,1
2554,9824,0
9924,5160,0
5711,8421,1
4625,9077,0
2282,7940,0
6383,12403,1
3133,8107,1
8601,5809,1
10167,755,1
2537,7327,1
2504,8846,0
10590,10185,1
2959,5958,1
10168,12602,0
9996,4142,1
6852,8746,1
6543,4360,0
10167,4188,1
10169,6068,0
1354,9678,0
6858,7203,1
2288,2345,1
6664,3440,1
9933,10310,1
2957,713,1
4309,9900,1
12442,3141,0
2957,2175,1
3847,11826,0
6138,8884,0
10389,6287,1
3135,3728,1
742,9493,1
12700,6309,0
8558,9999,0
3781,196,1
6085,8261,0
6852,7842,1
9816,12420,1
8575,4949,0
4420,650,0
3720,1668,0
5933,712,0
6670,1938,0
2281,10204,1
423,6405,1
3846,9191,0
7836,4402,0
10389,1494,1
10527,6802,0
7836,12248,0
6670,2707,0
2392,11756,0
7612,10248,0
2507,9274,0
3078,11630,1
3135,8002,1
707,587,0
8575,7624,0
7830,10981,1
3135,6877,1
4622,8425,1
12378,3971,1
9995,6518,1
2392,10776,0
9933,8111,1
11732,10331,0
12124,11264,0
10389,9731,1
7612,5864,1
10499,3807,1
2283,331,0
12700,11637,0
12378,7533,1
2558,3493,1
12340,1420,0
3191,5403,0
6542,8900,0
3133,2164,1
6138,4905,0
9995,6367,1
8575,9084,1
7250,1432,0
2424,1251,0
11528,8518,0
5947,7630,0
9735,8264,1
2980,7529,1
7384,10321,1
10389,6431,1
4622,924,0
9925,5749,1
2288,7732,1
6853,8022,0
6673,11855,1
3133,11159,1
6383,12085,1
9995,244,1
2283,6783,1
7842,8627,1
6085,8411,1
6672,3139,1
9995,6549,1
2281,2564,0
7261,3119,1
3133,8967,1
9995,6155,1
6861,8921,0
12118,1403,1
2957,4347,1
2392,5895,1
2957,6507,1
7048,7347,1
9806,192,1
9920,4791,0
12351,10564,1
2507,4386,0
4304,7570,1
6672,709,1
12378,11417,0
10389,1803,1
9996,10321,1
9925,3862,1
2349,9214,0
3675,7230,0
1353,717,1
3787,6124,0
6085,12412,1
2921,8620,1
6856,6227,1
12146,8845,1
9916,3259,1
6853,11441,1
3137,7378,0
11733,3738,1
11833,10462,1
4312,9090,0
12378,7386,1
2960,7230,1
5930,2813,1
7251,1623,0
7841,7130,0
3135,890,1
2960,6616,1
6682,9932,1
10618,12775,0
5711,11362,0
6383,4541,1
6657,9012,1
9913,637,1
475,4535,0
1989,5782,0
2556,639,0
12134,7844,0
423,371,1
6672,7545,1
12378,2884,1
9996,10955,0
9995,9478,1
6442,10555,1
4625,11187,0
6411,57,0
6672,11117,1
2980,8569,0
9916,9950,1
2558,4537,0
10526,11561,1
4617,6640,0
9930,1734,0
4142,4510,0
2282,8074,0
2989,4107,0
7958,7128,1
2560,7028,0
742,7436,1
2288,8297,0
6085,10655,1
10474,1898,1
6878,10481,1
8999,3060,0
10166,2125,1
9932,3895,0
10503,8918,0
8986,3176,0
3846,3860,1
475,7137,0
10618,6726,1
6683,11227,0
6867,5652,0
3675,7949,0
5711,3324,0
6851,7343,0
10170,10034,0
7842,11396,1
6085,3384,1
6085,1092,1
12593,891,0
6856,916,0
3586,7599,1
4421,12091,0
6085,11811,1
475,11208,0
6664,2349,1
9925,10603,1
9925,8664,0
12328,9852,0
9920,1602,0
6085,2006,1
7958,10389,1
9932,11795,1
6858,2795,0
4668,4634,0
9448,10167,0
6383,3752,1
9995,1843,1
8036,4315,0
9806,2635,1
4421,5846,1
9995,6462,1
5835,2031,1
6864,8361,0
3133,9756,1
6856,2638,0
1354,616,0
9925,1374,1
10501,6891,0
10590,7893,1
4304,8006,1
10389,7624,1
2288,1829,1
564,11385,1
3133,3493,1
9995,9420,1
10620,6222,1
12146,785,0
9925,10609,1
6682,12574,1
5667,7243,0
7958,1724,0
2957,4306,1
5933,580,1
2957,8540,1
2957,5712,1
3787,12344,0
10500,11649,0
10474,3191,1
3135,775,1
12652,3729,1
2958,10935,0
2558,10714,1
3729,11416,0
8425,1672,1
10389,7521,1
2921,3974,1
12442,11834,1
6858,9257,0
7252,4512,1
7612,5858,1
7841,10779,0
2281,3619,1
2980,11385,1
2977,2058,0
6543,11795,1
3135,8000,1
2957,8417,1
9805,5676,0
3522,8829,0
9925,11316,0
9816,12770,0
12162,10061,1
12162,7911,1
6085,5820,1
1989,7057,0
11077,11078,1
8558,2947,1
2447,9644,0
423,6782,1
12322,2209,1
6085,1651,1
12378,11350,0
6664,10676,0
7252,6892,0
4309,9926,1
10526,6888,1
6383,10064,1
10389,12134,1
5834,4554,1
4313,12370,0
6862,435,1
12366,227,1
3522,9467,0
2558,7180,1
7048,2057,1
4142,9796,0
9996,4221,0
12383,12523,1
6085,7579,1
12146,2345,1
9995,2343,1
2393,3267,0
2349,4340,0
9734,896,0
3787,305,1
2394,2496,1
2558,8017,0
6856,12399,1
10585,1839,0
2921,7975,1
7830,303,1
10066,8311,1
9932,5592,0
6275,5303,0
3078,8353,1
2967,12181,0
2967,5956,0
9916,12064,1
6138,11763,0
8600,4355,0
10166,7089,1
4308,2497,1
5667,1750,0
509,9512,1
6085,1319,1
12118,92,1
669,3729,1
6683,3915,1
4309,1639,0
5667,1683,0
687,7794,0
707,6247,0
2281,6664,1
3133,3760,1
6815,2946,0
8600,6442,1
7384,12431,0
3648,9173,0
11078,693,1
1989,2632,0
5933,11652,0
6673,8808,0
9995,3807,1
9735,5224,0
8427,12360,0
9925,1022,0
